rank,personName,age,finalWorth,category,countryOfCitizenship,organization,selfMade,gender,birthDate,title
1645,Roberto Angelini Rossi,73,1800,Diversified,Chile,,False,M,1948-07-30,
1645,Nigel Austin,51,1800,Fashion & Retail,Australia,,True,M,1970-09-25,
1645,Bang Jun-hyuk,53,1800,Media & Entertainment,South Korea,,True,M,1968-06-01,
1645,O. Francis Biondi,57,1800,Finance & Investments,United States,,True,M,1964-07-04,
1645,Chang Byung-gyu,48,1800,Technology,South Korea,,True,M,1973-04-25,
1645,Chang Kuo-Ming,,1800,Logistics,Taiwan,,False,M,,
1645,Chen Gang,54,1800,Energy,China,,True,M,1968-01-01,
1645,Liying Chen,46,1800,Logistics,China,,True,F,1975-10-30,
1645,Chen Xueli,70,1800,Healthcare,China,,True,M,1951-10-01,
1645,Chi Yufeng,51,1800,Technology,China,,False,M,1971-01-01,
1645,Mark Coombs,61,1800,Finance & Investments,United Kingdom,,True,M,1961-01-01,
1645,Tench Coxe,64,1800,Finance & Investments,United States,,True,M,1958-01-14,
1645,John de Mol,67,1800,Media & Entertainment,Netherlands,,True,M,1955-03-24,
1645,Alfredo Egydio Arruda Villela Filho,52,1800,Finance & Investments,Brazil,,False,M,1969-11-18,
1645,Ibrahim Erdemoglu,59,1800,Manufacturing,Turkey,,True,M,1962-09-26,
1645,Philip Fayer,,1800,Finance & Investments,Canada,,True,M,,
1645,Paul Foster,64,1800,Energy,United States,Western Refining,True,M,1957-10-08,Chairman
1645,James France,77,1800,Sports,United States,,False,M,1944-10-24,
1645,Yasuhiro Fukushima,74,1800,Media & Entertainment,Japan,,True,M,1947-08-18,
1645,Zhongru Gan,73,1800,Healthcare,China,,True,M,1948-07-01,
1645,Rahul Gautam,69,1800,Fashion & Retail,India,,False,M,1952-11-18,
1645,Ali Ghodsi,43,1800,Technology,Sweden,,True,M,1978-12-08,
1645,Giammaria Giuliani,44,1800,Healthcare,Switzerland,,False,M,1978-02-20,
1645,Christopher Goldsbury,79,1800,Food & Beverage,United States,Silver Ventures,False,M,1943-01-01,Chief Executive Officer
1645,Alexandre Grendene Bartelle,72,1800,Fashion & Retail,Brazil,,True,M,1950-01-23,
1645,Surjit Kumar Gupta,80,1800,Manufacturing,India,,False,M,1942-01-13,
1645,Brian Higgins,57,1800,Finance & Investments,United States,King Street Capital Management,True,M,1965-02-08,Investor
1645,David Hindawi,77,1800,Technology,United States,Tanium,True,M,1944-12-08,Executive Chairman
1645,Chengzhong Hu,61,1800,Manufacturing,China,,True,M,1961-03-01,
1645,Huang Min,48,1800,Manufacturing,China,,True,M,1973-07-01,
1645,Stanley Hubbard,88,1800,Media & Entertainment,United States,Hubbard Broadcasting; Inc.,False,M,1933-05-28,Chairman and CEO
1645,Hui Lin Chit,68,1800,Manufacturing,China,,True,M,1953-06-16,
1645,Hal Jackman,89,1800,Finance & Investments,Canada,,True,M,1932-06-10,
1645,Stephen Jarislowsky,96,1800,Finance & Investments,Canada,Jarislowsky & Fraser,True,M,1925-09-09,Cofounder and Chairman
1645,Mark & Robyn Jones,,1800,Finance & Investments,United States,,True,,,
1645,George Joseph,100,1800,Finance & Investments,United States,,True,M,1921-09-11,
1645,Kim Kardashian,41,1800,Fashion & Retail,United States,,True,F,1980-10-21,Personality
1645,Dominika Kulczyk,44,1800,Finance & Investments,Poland,,False,F,1977-07-30,
1645,Edward Lampert,59,1800,Finance & Investments,United States,ESL Investments Inc.,True,M,1962-07-19,Founder
1645,Marc Lasry,61,1800,Finance & Investments,United States,Avenue Capital Group,True,M,1960-09-23,Founder
1645,Michiel Le Roux,72,1800,Finance & Investments,South Africa,,True,M,1949-05-20,
1645,Peter Leibinger,55,1800,Manufacturing,Germany,,False,M,1967-01-01,
1645,Regine Leibinger,59,1800,Manufacturing,Germany,,False,F,1963-01-01,
1645,Nicola Leibinger-Kammueller,62,1800,Manufacturing,Germany,,False,F,1959-12-15,
1645,Wolfgang Leitner,69,1800,Construction & Engineering,Austria,,True,M,1953-03-27,
1645,Liu Zhongtian & family,58,1800,Manufacturing,China,,True,M,1964-02-01,
1645,Bill Malhotra,72,1800,Real Estate,Canada,,True,M,1949-09-08,
1645,Charlwin Mao,,1800,Fashion & Retail,China,,True,M,,
1645,George Marcus,80,1800,Real Estate,United States,,True,M,1941-08-15,
1645,Yves-Loic Martin,56,1800,Healthcare,France,,True,M,1966-01-01,
1645,Gary Michelson,73,1800,Healthcare,United States,,True,M,1949-01-14,
1645,Robert G. Miller,76,1800,Technology,Canada,Future Electronics,True,M,1945-07-03,President and CEO
1645,Fernando Roberto Moreira Salles,75,1800,Diversified,Brazil,,False,M,1946-05-29,
1645,Joao Moreira Salles,60,1800,Diversified,Brazil,,False,M,1962-01-01,
1645,Walther Moreira Salles Junior,65,1800,Finance & Investments,Brazil,,False,M,1956-04-12,
1645,Zugen Ni,65,1800,Manufacturing,China,,True,M,1957-01-18,
1645,Liora Ofer,68,1800,Finance & Investments,Israel,,False,F,1953-12-22,
1645,Mrudula Parekh,74,1800,Manufacturing,India,,False,F,1948-01-01,
1645,David Paul,55,1800,Healthcare,United States,Globus Medical; Inc.,True,M,1966-12-25,Founder and Executive Chairman
1645,Pierre Karl Péladeau,60,1800,Media & Entertainment,Canada,,False,M,1961-10-16,
1645,Miranda Qu,37,1800,Fashion & Retail,China,,True,F,1985-01-01,
1645,Phillip T. (Terry) Ragon,72,1800,Technology,United States,,True,M,1949-06-01,
1645,G. Rajendran,79,1800,Fashion & Retail,India,,True,M,1942-10-05,
1645,Krit Ratanarak,75,1800,Media & Entertainment,Thailand,,False,M,1946-04-19,
1645,Jerry Reinsdorf,86,1800,Sports,United States,,True,M,1936-02-25,
1645,Mochtar Riady & family,92,1800,Diversified,Indonesia,,True,M,1929-05-12,
1645,Rajju Shroff,88,1800,Manufacturing,India,,True,M,1933-10-20,
1645,Frank Slootman,63,1800,Technology,United States,,True,M,1958-10-03,
1645,Henry Swieca,64,1800,Finance & Investments,United States,Talpion Fund Management,True,M,1957-05-09,Founder
1645,Yuequn Tao,62,1800,Fashion & Retail,China,,True,M,1960-01-01,
1645,Robert Toennies,43,1800,Food & Beverage,Germany,,False,M,1978-05-29,
1645,Torbjorn Tornqvist,68,1800,Energy,Sweden,,True,M,1953-11-08,
1645,Zhenghua Wang,77,1800,Service,China,,True,M,1944-04-25,
1645,Charlotte Colket Weber,79,1800,Food & Beverage,United States,Campbell Soup,False,F,1942-11-19,Director
1645,Wu Lanlan & family,48,1800,Manufacturing,China,,True,F,1974-01-01,
1645,Wu Yulan,52,1800,Healthcare,China,,True,F,1969-08-26,
1645,Elaine Wynn,79,1800,Gambling & Casinos,United States,Wynn Las Vegas; LLC,True,F,1942-04-28,Board Member
1645,Xu Shijun & family,59,1800,Manufacturing,China,,True,M,1963-03-01,
1645,Xu Xudong & family,52,1800,Automotive,China,,True,M,1970-03-01,
1645,Yang Xuegang,57,1800,Manufacturing,China,,True,M,1965-02-01,
1645,Zhang Chuanwei & family,59,1800,Manufacturing,China,,True,M,1962-06-15,
1645,Xuexin Zhang & family,74,1800,Metals & Mining,China,,True,M,1947-07-01,
1729,Noubar Afeyan,59,1700,Healthcare,United States,,True,M,1962-07-25,
1729,Farkhad Akhmedov,66,1700,Energy,Russia,,True,M,1955-09-15,
1729,Marc Andreessen,50,1700,Finance & Investments,United States,Andreessen Horowitz,True,M,1971-07-09,Investor
1729,John Bicket,42,1700,Technology,United States,,True,M,1980-03-20,Entrepreneur
1729,Zadik Bino & family,78,1700,Diversified,Israel,,True,M,1944-01-01,
1729,Alex Birkenstock,53,1700,Fashion & Retail,Germany,,False,M,1968-11-18,
1729,Christian Birkenstock,49,1700,Fashion & Retail,Germany,,False,M,1972-09-21,
1729,Sanjit Biswas,40,1700,Technology,United States,,True,M,1982-01-12,Entrepreneur
1729,David Booth,76,1700,Finance & Investments,United States,Dimensional Fund Advisors,True,M,1946-01-01,Chairman and CEO
1729,Josef Boquoi & family,88,1700,Food & Beverage,Germany,,True,M,1934-01-01,
1729,Saket Burman,45,1700,Food & Beverage,United Kingdom,,False,M,1977-03-10,
1729,Mingtong Cai,70,1700,Technology,China,,True,M,1952-02-15,
1729,Chen Yung-tai,86,1700,Real Estate,Taiwan,,True,M,1936-01-20,
1729,Manas Chiaravanond,,1700,Diversified,Thailand,,False,M,,
1729,Phongthep Chiaravanont,70,1700,Diversified,Thailand,,False,M,1952-01-01,
1729,Ivan Chrenko,54,1700,Real Estate,Slovakia,,True,M,1967-06-27,
1729,Sol Daurella,56,1700,Food & Beverage,Spain,,False,F,1966-01-01,
1729,Dulce Pugliese de Godoy Bueno,74,1700,Healthcare,Brazil,,True,F,1947-12-12,
1729,Norbert Dentressangle,67,1700,Logistics,France,,True,M,1954-07-09,
1729,Oleg Deripaska,54,1700,Metals & Mining,Russia,,True,M,1968-01-02,
1729,Dong Jinggui,52,1700,Automotive,China,,True,M,,
1729,Keith Dunleavy & family,52,1700,Healthcare,United States,,True,M,1969-06-25,
1729,Donald Foss,77,1700,Automotive,United States,,True,M,1944-06-18,
1729,Rolf Gerling,67,1700,Finance & Investments,Germany,,False,M,1954-12-15,
1729,G. Gnanalingam,77,1700,Logistics,Malaysia,,True,M,1944-09-10,
1729,He Zhaoxi,48,1700,Technology,China,,True,M,1974-01-01,
1729,William Heinecke,72,1700,Real Estate,Thailand,,True,M,1949-06-04,
1729,Huh Jae-myung,50,1700,Manufacturing,South Korea,,False,M,1971-05-01,
1729,Tianjiang Jia & family,59,1700,Metals & Mining,China,,True,M,1962-07-01,
1729,Michael Jordan,59,1700,Sports,United States,,True,M,1963-02-17,Athlete
1729,Dmitry Kamenshchik,53,1700,Service,Russia,,True,M,1968-04-26,
1729,Kim Taek-jin,55,1700,Media & Entertainment,South Korea,NCSOFT Corporation,True,M,1967-03-14,
1729,Koo Kwang-mo,44,1700,Diversified,South Korea,,False,M,1978-01-23,
1729,Anthony Langley,67,1700,Diversified,United Kingdom,,True,M,1954-12-02,
1729,Lee Joong-keun,81,1700,Construction & Engineering,South Korea,Booyoung Group,True,M,1941-01-11,
1729,James Leininger,77,1700,Healthcare,United States,,True,M,1945-03-30,
1729,Li Haiyan,,1700,Food & Beverage,China,,True,F,,
1729,Li Jianli,49,1700,Manufacturing,China,,True,M,1972-09-27,
1729,Weiwei Li,45,1700,Technology,China,,True,M,1977-01-01,
1729,Li Zhigang,45,1700,Manufacturing,China,,True,M,1976-06-01,
1729,Jimmy John Liautaud,58,1700,Food & Beverage,United States,,True,M,1964-01-12,
1729,Louise Lindh,42,1700,Diversified,Sweden,,False,F,1979-10-20,
1729,Lu Di,,1700,Technology,China,,True,M,,Investor
1729,Anand Mahindra,66,1700,Diversified,India,,False,M,1955-05-01,
1729,Bruce Mathieson,78,1700,Food & Beverage,Australia,,True,M,1944-02-14,
1729,Billy Joe (Red) McCombs,94,1700,Diversified,United States,,True,M,1927-10-19,
1729,Deepak Mehta,65,1700,Manufacturing,India,,False,M,1956-12-12,
1729,Mario Moretti Polegato & family,69,1700,Fashion & Retail,Italy,,True,M,1952-08-16,
1729,Alberto Palatchi,72,1700,Fashion & Retail,Spain,,True,M,1949-06-26,
1729,Nelson Peltz,79,1700,Finance & Investments,United States,Trian Fund Management,True,M,1942-06-01,Founder
1729,Jorge Perez,72,1700,Real Estate,United States,,True,M,1949-10-17,
1729,Alberto Prada,68,1700,Fashion & Retail,Italy,,False,M,1954-02-21,
1729,Marina Prada,76,1700,Fashion & Retail,Italy,,False,F,1945-07-14,
1729,M.Satyanarayana Reddy,64,1700,Healthcare,India,,True,M,1957-04-18,
1729,Rihanna,34,1700,Fashion & Retail,Barbados,,True,F,1988-02-20,Musician
1729,Arkady Rotenberg,70,1700,Construction & Engineering,Russia,,True,M,1951-12-15,
1729,Dieter Schnabel,76,1700,Manufacturing,Germany,,False,M,1946-01-01,
1729,Shang Xiaobo & family,48,1700,Manufacturing,China,,True,M,1974-03-30,
1729,Shao Qinxiang,67,1700,Manufacturing,China,,True,M,1954-09-01,
1729,Renate Sick-Glaser,,1700,Technology,Germany,,False,F,,
1729,Basudeo Singh,81,1700,Healthcare,India,,True,M,1940-11-20,
1729,Edward Stack,67,1700,Fashion & Retail,United States,Dick's Sporting Goods,True,M,1954-12-27,Entrepreneur
1729,Weijie Sun,58,1700,Manufacturing,China,,True,M,1963-07-26,
1729,Vonnarat Tangkaravakoon,50,1700,Manufacturing,Thailand,,False,M,1971-09-11,
1729,Byron Trott,63,1700,Finance & Investments,United States,,True,M,1958-12-02,
1729,Jan Van Geet,50,1700,Real Estate,Belgium,,True,M,1971-04-23,
1729,Radha Vembu,49,1700,Technology,India,,False,F,1972-12-24,
1729,Patrizio Vinciarelli,75,1700,Technology,United States,,True,M,1946-10-26,
1729,Mingwang Wang,54,1700,Manufacturing,China,,True,M,1967-05-02,
1729,Wang Yanqing & family,75,1700,Manufacturing,China,,False,F,1946-07-02,
1729,Lars Wingefors,45,1700,Media & Entertainment,Sweden,,True,M,1977-04-02,
1729,Stephen Winn,75,1700,Real Estate,United States,,True,M,1946-09-12,
1729,Ian Wood & family,79,1700,Energy,United Kingdom,,False,M,1942-07-21,
1729,Gordon Wu,86,1700,Real Estate,Hong Kong,,True,M,1935-12-03,
1729,Wu Xiangdong,53,1700,Food & Beverage,China,,True,M,1969-01-01,
1729,Yao Kuizhang,57,1700,Food & Beverage,China,,True,M,1965-01-01,
1729,Vladimir Yevtushenkov,73,1700,Telecom,Russia,,True,M,1948-09-25,
1729,Dasheng Yi,61,1700,Diversified,China,,True,M,1961-02-01,
1729,Yu Lili,54,1700,Manufacturing,China,,True,F,1968-01-01,
1729,Alan Zekelman,59,1700,Manufacturing,Canada,,False,M,1962-10-01,
1729,Kaitian Zeng,47,1700,Technology,China,,True,M,1975-01-01,
1729,Zhang Jingzhang & family,86,1700,Manufacturing,China,,True,M,1936-01-01,
1729,Zhang Yubai,57,1700,Food & Beverage,China,,True,M,1964-10-01,
1729,Zheng Hong & family,71,1700,Technology,China,,True,M,1950-10-22,
1729,Zhong Peifeng,59,1700,Telecom,United States,,True,M,1963-01-01,
1729,Zhou Zongwen & family,65,1700,Fashion & Retail,China,,True,M,1957-03-01,
1729,Zhu Yiming,49,1700,Technology,China,,True,M,1972-07-01,
1729,Zhaojiang Zhu,48,1700,Manufacturing,China,,True,M,1974-01-01,
1729,Anita Zucker,70,1700,Manufacturing,United States,,False,F,1952-01-19,
1818,Herbert Allen; Jr. & family,82,1600,Finance & Investments,United States,,False,M,1940-03-05,
1818,Vasily Anisimov,70,1600,Metals & Mining,Russia,,True,M,1951-09-19,
1818,Mori Arkin,69,1600,Healthcare,Israel,,True,M,1952-09-24,
1818,Semahat Sevim Arsel,93,1600,Diversified,Turkey,,False,F,1928-09-08,
1818,Clifford Asness,55,1600,Finance & Investments,United States,AQR Capital Management,True,M,1966-10-17,
1818,Louis Bacon,65,1600,Finance & Investments,United States,Moore Capital Management; LP,True,M,1956-07-25,Founder
1818,Hari Bhartia,65,1600,Diversified,India,,False,M,1956-12-12,
1818,Shyam Bhartia,69,1600,Healthcare,India,,False,M,1952-11-09,
1818,Amit Burman,52,1600,Food & Beverage,India,,False,M,1969-07-01,
1818,Chen Shibin,55,1600,Manufacturing,China,,True,M,1966-11-01,
1818,Chen Tianshi,37,1600,Technology,China,,True,M,1985-01-01,
1818,Robert Clark,63,1600,Construction & Engineering,United States,,True,M,1959-01-30,
1818,Ana Lucia de Mattos Barretto Villela,48,1600,Finance & Investments,Brazil,,False,F,1973-10-25,
1818,Diao Zhizhong,58,1600,Technology,China,,True,M,1963-11-06,
1818,Jamie Dimon,66,1600,Finance & Investments,United States,JPMorgan Chase,True,M,1956-03-13,CEO
1818,Gary Fegel,48,1600,Metals & Mining,Switzerland,,True,M,1974-01-01,
1818,Gao Yunfeng,55,1600,Manufacturing,China,,True,M,1967-02-01,
1818,Philippe Ginestet & family,68,1600,Fashion & Retail,France,,True,M,1954-01-01,
1818,Sebastian Glaser,,1600,Technology,Germany,,False,M,,
1818,Sam Goi,75,1600,Food & Beverage,Singapore,,True,M,1946-12-28,
1818,Lance Gokongwei,54,1600,Diversified,Philippines,,False,M,1967-12-01,
1818,Sergei Gordeev,49,1600,Real Estate,Russia,,True,M,1972-11-22,
1818,Bill Gross,77,1600,Finance & Investments,United States,Pacific Investment Management Company LLC,True,M,1944-04-13,Cofounder and Co-Chief Investment Officer
1818,Sue Gross,72,1600,Finance & Investments,United States,,False,F,1950-02-17,
1818,Patrick Hanrahan,66,1600,Technology,United States,,True,M,1955-05-08,
1818,Lutz Mario Helmig,75,1600,Healthcare,Germany,,True,M,1946-08-29,
1818,Ilkka Herlin,63,1600,Manufacturing,Finland,,False,M,1959-01-01,
1818,Asok Kumar Hiranandani,67,1600,Real Estate,Singapore,,False,M,1954-11-28,Artist
1818,Hu Kunhui,31,1600,Healthcare,China,,False,M,1991-01-01,
1818,Archie Hwang,69,1600,Technology,Taiwan,,True,M,1952-08-20,
1818,Jared Isaacman,39,1600,Technology,United States,,True,M,1983-02-11,
1818,Anurang Jain,60,1600,Manufacturing,India,,True,M,1962-03-21,
1818,Jin Lei & family,67,1600,Healthcare,China,,True,M,1954-09-23,
1818,Sunjay Kapur,50,1600,Automotive,United States,,False,M,1971-10-15,
1818,Richard Kayne,76,1600,Finance & Investments,United States,,True,M,1946-01-01,
1818,Randal J. Kirk,68,1600,Healthcare,United States,,True,M,1954-03-01,
1818,Jim Koch,72,1600,Food & Beverage,United States,,True,M,1949-05-27,
1818,William Koch,81,1600,Energy,United States,,False,M,1940-05-03,
1818,Kagemasa Kozuki,81,1600,Technology,Japan,,True,M,1940-11-12,
1818,Arvind Lal,72,1600,Healthcare,India,,False,M,1949-08-22,
1818,Robert Langer,73,1600,Healthcare,United States,,True,M,1948-08-29,
1818,Theodore Leonsis,66,1600,Sports,United States,,True,M,1956-01-08,
1818,David Xueling Li,49,1600,Technology,China,,True,M,1973-01-01,
1818,Li Denghai,72,1600,Food & Beverage,China,,True,M,1949-09-01,
1818,Li Guoqing,52,1600,Manufacturing,China,,True,M,1970-02-22,
1818,Li Jiaquan,58,1600,Manufacturing,China,,True,M,1963-09-06,
1818,Li Rucheng,70,1600,Fashion & Retail,China,,True,M,1951-06-13,
1818,Li Sze Lim,65,1600,Real Estate,Hong Kong,,True,M,1957-04-01,
1818,Li Yongqing,57,1600,Manufacturing,China,,True,M,1964-06-30,
1818,Lim Wee Chai,64,1600,Manufacturing,Malaysia,,True,M,1958-01-07,
1818,Liu Aisen & family,49,1600,Construction & Engineering,China,,True,M,1972-10-01,
1818,Liu Ming Chung,59,1600,Manufacturing,Brazil,,True,M,1963-01-01,
1818,Vincent Lo,73,1600,Real Estate,Hong Kong,,False,M,1949-04-01,
1818,Brandt Louie,78,1600,Food & Beverage,Canada,,False,M,1943-07-05,
1818,Catherine Lozick,76,1600,Manufacturing,United States,,False,F,1945-05-01,
1818,Lu Zongjun,58,1600,Logistics,China,,True,M,1963-06-01,
1818,Lv Jianming,57,1600,Healthcare,Hong Kong,,True,M,1965-01-01,
1818,Cargill MacMillan; III.,62,1600,Food & Beverage,United States,,False,M,1959-12-21,
1818,Duncan MacMillan,84,1600,Finance & Investments,United States,,True,M,1937-12-17,
1818,John MacMillan,72,1600,Food & Beverage,United States,,False,M,1949-09-20,
1818,Martha MacMillan,70,1600,Food & Beverage,United States,,False,F,1951-10-01,
1818,William MacMillan,67,1600,Food & Beverage,United States,,False,M,1954-05-25,
1818,Terence (Terry) Matthews,79,1600,Telecom,Canada,,True,M,1943-04-01,
1818,Kazuo Okada,79,1600,Gambling & Casinos,Japan,,True,M,1942-10-03,
1818,Tomas Olivo Lopez,48,1600,Real Estate,Spain,,True,M,1974-01-01,
1818,Jorge Pinheiro Koren de Lima,49,1600,Healthcare,Brazil,,False,M,1972-11-09,
1818,Candido Pinheiro Koren de Lima Junior,51,1600,Healthcare,Brazil,,False,M,1970-10-10,
1818,Qian Ying,56,1600,Food & Beverage,China,,True,F,1966-01-01,
1818,Ren Jinsheng & family,59,1600,Healthcare,China,,True,M,1963-01-01,
1818,Brian Roberts,62,1600,Media & Entertainment,United States,Comcast,False,M,1959-06-28,CEO
1818,Austin Russell,27,1600,Automotive,United States,Luminar,True,M,1995-03-14,Founder
1818,George Sakellaris,75,1600,Energy,United States,,True,M,1946-06-03,
1818,Sheryl Sandberg,52,1600,Technology,United States,Meta Platforms,True,F,1969-08-28,COO
1818,Andres Santo Domingo,43,1600,Food & Beverage,United States,,False,M,1978-06-01,
1818,Paul Saville,66,1600,Real Estate,United States,,True,M,1955-12-14,
1818,Ivan Savvidis,63,1600,Diversified,Russia,,True,M,1959-03-27,
1818,Michael Saylor,57,1600,Technology,United States,,True,M,1965-02-04,
1818,Gerald Schwartz,80,1600,Finance & Investments,Canada,,True,M,1941-11-24,
1818,Sathien Setthasit,67,1600,Food & Beverage,Thailand,,True,M,1954-04-20,
1818,Niraj Shah,48,1600,Technology,United States,,True,M,1974-03-10,
1818,Keiichi Shibahara,57,1600,Healthcare,Japan,,True,M,1964-10-09,
1818,Evgeny (Eugene) Shvidler,58,1600,Energy,United States,,True,M,1964-03-23,
1818,Ryan Smith,43,1600,Technology,United States,Qualtrics,True,M,1978-06-28,Co-Founder & CEO
1818,Peter Sperling,62,1600,Service,United States,,False,M,1959-11-22,
1818,Ion Stoica,57,1600,Technology,Romania,,True,M,1965-02-12,
1818,Bambang Sutantio,63,1600,Food & Beverage,Indonesia,,True,M,1958-12-26,
1818,Lili Tan,,1600,Food & Beverage,China,,True,F,,
1818,Tan Yu Yeh,51,1600,Fashion & Retail,Malaysia,,True,M,1971-01-01,
1818,David Teoh,66,1600,Telecom,Australia,,True,M,1956-01-01,
1818,Carl Thoma,73,1600,Finance & Investments,United States,,True,M,1948-10-12,Investor
1818,Ion Tiriac,82,1600,Finance & Investments,Romania,,True,M,1939-05-09,
1818,Clemens Toennies,65,1600,Food & Beverage,Germany,,True,M,1956-05-27,
1818,Tran Ba Duong & family,62,1600,Automotive,Vietnam,,True,M,1960-04-01,
1818,Tseng Sing-ai,,1600,Manufacturing,Taiwan,,False,F,,
1818,Tung Ching Bor,59,1600,Manufacturing,China,,True,M,1963-01-01,
1818,Tung Ching Sai,57,1600,Manufacturing,China,,True,M,1965-01-01,
